epoch,train_loss,train_metric,test_loss,test_metric
1,0.004445442741658985,0.0550556555390358,0.004457098780391516,0.054664988070726395
2,0.002651952311570504,0.038556359708309174,0.002691438599589198,0.039476919919252396
3,0.0016070073754151368,0.03026413545012474,0.0016567885932490976,0.03105263225734234
4,0.0016673772853042623,0.029388103634119034,0.0018126960302807303,0.03159624710679054
5,0.0013355979451186875,0.02668960765004158,0.0014640388701156661,0.028564244508743286
6,0.0011900161394975018,0.025149879977107048,0.001307023513490864,0.02685406617820263
7,0.001771120152930551,0.03199189156293869,0.0019440410356402161,0.034277912229299545
8,0.0014134972993800473,0.029324723407626152,0.0015598756695510438,0.03116508014500141
9,0.0011653688190321496,0.02579357661306858,0.001286008531207581,0.027428660541772842
10,0.001233348909716585,0.027377920225262642,0.001366302619880322,0.02906564064323902
11,0.0014381041326150615,0.029903599992394447,0.0015950247716001661,0.03183687850832939
12,0.0014729294602918654,0.03019440360367298,0.001622233695170542,0.03203393891453743
13,0.0013042524421390269,0.028079751878976822,0.001431825686219894,0.029759839177131653
14,0.001266617114328724,0.02793586067855358,0.001418911341173602,0.02989419549703598
15,0.001316320692362605,0.02848649024963379,0.0014761550350669227,0.030457770451903343
16,0.0011839851345916562,0.02694244682788849,0.001322433008054357,0.028689874336123466
17,0.0011820437320234029,0.026934975758194923,0.0013459679429923836,0.028940126299858093
18,0.0011318904408189228,0.02627589739859104,0.0012937305730705106,0.02825753018260002
19,0.0011623274130854744,0.026691971346735954,0.001322345895859949,0.02866443246603012
20,0.0011002600088965036,0.025840265676379204,0.0012566448110751785,0.02778654918074608
21,0.0010820354913601662,0.025590231642127037,0.0012373944772467347,0.02752772346138954
22,0.0011301919964457883,0.026289688423275948,0.001288321643170074,0.028252799063920975
23,0.0010896744186194005,0.025517327710986137,0.0012457275147401557,0.027501842007040977
24,0.0010312554883958678,0.02477021887898445,0.0011812207139505757,0.026675494387745857
25,0.0010730042149278574,0.025375809520483017,0.0012323983310260141,0.027364755049347878
26,0.0010691302355696824,0.02536841295659542,0.0012279301178826872,0.02734074741601944
27,0.0010892359598200661,0.02559630572795868,0.0012525510422725494,0.027632102370262146
28,0.0010675150084963226,0.02510882169008255,0.0012231732560881294,0.027101315557956696
29,0.0011162057588786872,0.02587677165865898,0.0012774202219306876,0.02789090760052204
30,0.0010527065044494677,0.024934785440564156,0.0012102246750041272,0.02693766914308071
31,0.001093016809562377,0.025580916553735733,0.0012498601275780293,0.027562782168388367
32,0.0011097998867497189,0.025699295103549957,0.0012716100127808496,0.027729632332921028
33,0.0010739305900777044,0.025253508239984512,0.0012242783814867346,0.027170957997441292
34,0.0010465917008359877,0.024960139766335487,0.0012110405162936168,0.02700905315577984
35,0.0010502949536256145,0.025014370679855347,0.00120932311548919,0.02699458971619606
36,0.0010222837004461697,0.02457037940621376,0.0011864910406942264,0.026568960398435593
37,0.0010774412356081967,0.025310778990387917,0.0012489903374576633,0.02735007554292679
38,0.0010347766484081885,0.02483295276761055,0.0011951916097413195,0.026797296479344368
39,0.0010482260587629322,0.02496897429227829,0.0012055675033369804,0.026904383674263954
40,0.0011157182469311187,0.025874342769384384,0.0012758170318370012,0.027799014002084732
41,0.00112407122337953,0.02592993713915348,0.0012588578784412873,0.02761170081794262
42,0.0010505565790148593,0.024981694296002388,0.0012113064286691465,0.026914793998003006
43,0.0011215673987556337,0.025993311777710915,0.0012736319253739041,0.027844766154885292
44,0.0011140226591313512,0.025851456448435783,0.001273268446717455,0.027782900258898735
45,0.0011047934071899258,0.025686010718345642,0.0012700685689511675,0.027649465948343277
46,0.0011383628410438094,0.02617822028696537,0.0012932958273206643,0.028015872463583946
47,0.0009993451780305359,0.024243758991360664,0.001173376129575648,0.02629425935447216
48,0.001060809381741624,0.025119293481111526,0.0012141461165793847,0.026987072080373764
49,0.0010057166186767511,0.024401430040597916,0.0011787058139396459,0.026462895795702934
50,0.0010014826819161866,0.024340245872735977,0.0011648617332354063,0.02632482908666134
51,0.0010297983069498004,0.02468930557370186,0.0012043209256773386,0.026781834661960602
52,0.0010365634009845128,0.024826981127262115,0.0012168366043263075,0.026949390769004822
53,0.0009660228772092079,0.023765962570905685,0.0011439270030984866,0.025856127962470055
54,0.0009863508590407407,0.024107906967401505,0.0011604539985485248,0.026161810383200645
55,0.0009873010376567706,0.024105852469801903,0.0011652253397775505,0.0261665228754282
56,0.0009313893748183492,0.023269107565283775,0.001105779238303318,0.02532934956252575
57,0.0009245172533401006,0.023161781951785088,0.0010903422635779045,0.02512400969862938
58,0.0009346767231751067,0.02317780628800392,0.0011041081793970562,0.02515101432800293
59,0.0009123178627803024,0.0229372289031744,0.0010819711845269542,0.024907875806093216
60,0.0009214571952144181,0.023113222792744637,0.0010869223204413535,0.025054723024368286
61,0.0009101560144663449,0.022930646315217018,0.0010761323607136463,0.024869687855243683
62,0.0008979314044040632,0.022759368643164635,0.001062020023026586,0.024699782952666283
63,0.0009082440083029554,0.022892801091074944,0.0010724521646174713,0.02481909655034542
64,0.0008949076174755826,0.02270294912159443,0.001057572485393004,0.024623380973935127
65,0.000862581816101318,0.022212130948901176,0.0010226243224040355,0.024117503315210342
66,0.0008713555994492904,0.022344013676047325,0.0010329422318444692,0.02428298629820347
67,0.0008507493973278357,0.022056376561522484,0.001010719877227598,0.024010108783841133
68,0.0008668544985992683,0.022309092804789543,0.0010290631099371778,0.024264266714453697
69,0.0008763739903303733,0.022441992536187172,0.0010383806331974279,0.024387290701270103
70,0.0008713275820322303,0.02232624590396881,0.0010323064953653605,0.02421923354268074
71,0.0008386186112897213,0.021842362359166145,0.0009930287380955918,0.023695116862654686
72,0.0008519821942409277,0.022051958367228508,0.00101003601364442,0.023943588137626648
73,0.0008500351074617964,0.021981488913297653,0.0010069121930611042,0.02384435012936592
74,0.0008378514384687994,0.021818555891513824,0.0009909517152362777,0.02367875725030899
75,0.000840796631075326,0.021853599697351456,0.0009971841823292072,0.023715915158391
76,0.0008340948812933274,0.021777577698230743,0.0009915646470674804,0.0236761886626482
77,0.000836595080304691,0.0217959675937891,0.0009913482741870402,0.02365637756884098
78,0.0008285326896438743,0.021671270951628685,0.0009827183796536835,0.023515818640589714
79,0.0008277055247878227,0.021592961624264717,0.0009765945910629424,0.023373043164610863
80,0.0008332839491629839,0.021710332483053207,0.0009824986288474045,0.02353397198021412
81,0.0008177870942468883,0.021412616595625877,0.0009606008461961605,0.023146769031882286
82,0.0008193835900489474,0.021479520946741104,0.0009701479764085747,0.02327759563922882
83,0.0008169920892709437,0.021432118490338326,0.000964057272415281,0.023216061294078827
84,0.0007953880434694433,0.021100671961903572,0.0009405146059266472,0.022835832089185715
85,0.000802452722019712,0.02122095413506031,0.0009500290514388729,0.02299768105149269
86,0.0008004529942440603,0.02116759493947029,0.0009501892505601848,0.022970426827669144
87,0.0008178678327611386,0.021349245682358742,0.0009610268035651458,0.023078499361872673
88,0.0007935390243329313,0.021069716662168503,0.0009428395291832338,0.022854145616292953
89,0.0007944375638504817,0.021073857322335243,0.0009432594601097778,0.022865578532218933
90,0.0007951914322563908,0.02107037976384163,0.0009444561836018928,0.022865010425448418
91,0.0007940604787023898,0.020986348390579224,0.0009357213672696789,0.022723941132426262
92,0.000782725607896102,0.020793946459889412,0.0009265082252103747,0.022562429308891296
93,0.0007700844085268423,0.02062170021235943,0.0009132633294332475,0.022378485649824142
94,0.0007661683230292554,0.020589474588632584,0.0009117022130925734,0.02235468663275242
95,0.0007717427316925465,0.020596103742718697,0.0009143556123441116,0.022359779104590416
96,0.0007745481632382891,0.020709602162241936,0.0009229167295183229,0.022527702152729034
97,0.0007685141770730024,0.02059907279908657,0.0009133001983806488,0.02235916629433632
98,0.0007631980539619675,0.020501626655459404,0.0009060966953030726,0.02228481136262417
99,0.0007602211614220312,0.0204479917883873,0.0009068678435079786,0.022242793813347816
100,0.0007548135814247126,0.0203839298337698,0.000897305203199893,0.022164519876241684
101,0.00074747976598978,0.020267408341169357,0.000893235215691793,0.022062787786126137
102,0.0007560745988532865,0.020373301580548286,0.0008986357222320892,0.0221700482070446
103,0.0007487263100411617,0.02022145874798298,0.000887221719022856,0.02196733094751835
104,0.0007349310496432989,0.019987517967820168,0.0008718632126713012,0.021727290004491806
105,0.0007301154380717686,0.020004255697131157,0.0008676509093886644,0.021763747557997704
106,0.0007308419293691673,0.019965071231126785,0.0008684646610417038,0.021721303462982178
107,0.0007284978788092073,0.019966213032603264,0.000868378841141578,0.021733084693551064
108,0.0007303301172482121,0.019994141533970833,0.0008666426964855698,0.02173727937042713
109,0.0007267666729200598,0.019951198250055313,0.0008630999594383221,0.021687427535653114
110,0.0007257365949680726,0.019925465807318687,0.000859556332891437,0.021643027663230896
111,0.0007152270784398175,0.019819781184196472,0.0008527762980330164,0.021587016060948372
112,0.0007207431162499211,0.019853129982948303,0.0008571344716454964,0.021595630794763565
113,0.0007119568828708547,0.019736209884285927,0.0008465253488541874,0.02145434357225895
114,0.0007141866053332538,0.019763486459851265,0.0008485470574200059,0.021500693634152412
115,0.0007135967883633661,0.019753441214561462,0.0008462740495255296,0.021453475579619408
116,0.0007108048413560917,0.0196653101593256,0.0008409569112587838,0.0213656947016716
117,0.0007078190977471309,0.019676608964800835,0.0008403665842731773,0.021386604756116867
118,0.0007030743263863459,0.019558647647500038,0.0008329395266204498,0.021257616579532623
119,0.000699466000868589,0.0195083599537611,0.0008268557060454796,0.021176598966121674
120,0.0006959344809249281,0.019443076103925705,0.0008259177670479175,0.02111828327178955
121,0.0006980543180802829,0.01949414424598217,0.0008278394506664199,0.021177958697080612
122,0.0006969078792588675,0.019424650818109512,0.0008242786289887399,0.021080056205391884
123,0.0007015287745307296,0.019416553899645805,0.0008254347842171305,0.021044835448265076
124,0.0006938484354095713,0.019311510026454926,0.0008182497643605981,0.020931633189320564
125,0.0006850291463631587,0.019180122762918472,0.0008101066572558765,0.020804956555366516
126,0.0006821219200236583,0.019167497754096985,0.0008106069124759049,0.02083638310432434
127,0.000676147460782041,0.019029123708605766,0.0008006465101136853,0.02064569666981697
128,0.0006786796858435745,0.019049281254410744,0.0008027431869616563,0.02066139690577984
129,0.0006731076861107234,0.018940789625048637,0.0007978990421813958,0.020549628883600235
130,0.0006654182095658965,0.018835213035345078,0.000789997028669615,0.02043457329273224
131,0.000669794772870593,0.018853463232517242,0.0007926582771956575,0.020435325801372528
132,0.0006641024671949365,0.018794113770127296,0.0007894273091502499,0.02040398120880127
133,0.00066679775818237,0.018788060173392296,0.0007896885831192728,0.020354213193058968
134,0.0006671511145542965,0.018770089372992516,0.0007895279947217668,0.020350584760308266
135,0.0006592483654169924,0.018667541444301605,0.0007846013454654698,0.02026108093559742
136,0.0006607620357624104,0.01866932027041912,0.0007821952421238538,0.02022632025182247
137,0.000657827402561857,0.0185448806732893,0.000779081431621203,0.02009219489991665
138,0.0006515017523339832,0.018521182239055634,0.0007767893877350261,0.020098082721233368
139,0.0006504662496087542,0.018445167690515518,0.0007727833457122402,0.019983278587460518
140,0.0006529447917816603,0.01849736087024212,0.0007771563773975343,0.020037805661559105
141,0.0006468458044977257,0.018410699442029,0.0007691551517441409,0.019956380128860474
142,0.0006494103547150822,0.018416447564959526,0.0007721985956414963,0.019950542598962784
143,0.0006517192067619273,0.018405461683869362,0.0007723086785057031,0.019915519282221794
144,0.0006403011956490094,0.018283743411302567,0.0007628934617735714,0.019816506654024124
145,0.0006352986640305548,0.018212346360087395,0.0007595260377175167,0.019768349826335907
146,0.0006492398522818044,0.01836124062538147,0.0007704797864241167,0.019866736605763435
147,0.0006469281068270945,0.018287358805537224,0.000765475510837727,0.01975054107606411
148,0.0006411663134802003,0.018183158710598946,0.0007595404844799639,0.01965460740029812
149,0.0006424878770199967,0.018191354349255562,0.0007603575050455909,0.019652515649795532
150,0.0006388888449226024,0.018167482689023018,0.0007594248679703409,0.01967507041990757
151,0.0006413907125051437,0.018176808953285217,0.0007613840361060455,0.01964082010090351
152,0.000628445905196523,0.018005436286330223,0.0007518504135683272,0.019503286108374596
153,0.0006337680358894931,0.018054330721497536,0.0007532702027602167,0.01948607712984085
154,0.0006321555625971427,0.018011819571256638,0.0007536551746696245,0.019478973001241684
155,0.0006359904466773658,0.0180496908724308,0.0007552102479128433,0.019517051056027412
156,0.0006278392866299177,0.01792827807366848,0.0007477888345822128,0.01938188076019287
157,0.0006221044360814165,0.017879486083984375,0.0007437506701468259,0.01935204677283764
158,0.0006262573035344829,0.017924636602401733,0.0007484180037512989,0.019414560869336128
159,0.0006312325277367414,0.01794058084487915,0.0007511902995270519,0.019397111609578133
160,0.0006301592688226213,0.0179060697555542,0.0007479183988592334,0.019296573475003242
161,0.0006198914062244865,0.017795570194721222,0.0007410375659677076,0.01925239898264408
162,0.0006320613053650938,0.017924373969435692,0.0007501880497789827,0.019341692328453064
163,0.0006258969536179667,0.017842847853899002,0.0007460838356156879,0.0192754827439785
164,0.0006190027288580608,0.0177351962774992,0.0007410622986769208,0.019175974652171135
165,0.000618078925515596,0.017759451642632484,0.00074111973856452,0.019224409013986588
166,0.0006201900038952824,0.017766885459423065,0.0007413897829084463,0.01920890063047409
167,0.0006067564852009886,0.01759352721273899,0.0007313058976314229,0.01906427927315235
168,0.0006144999560038149,0.017712783068418503,0.0007397554144717096,0.019184879958629608
169,0.0006127308440515287,0.017651788890361786,0.0007371718667519573,0.019122466444969177
170,0.0006050292741559458,0.017527390271425247,0.0007288239905998322,0.0190069992095232
171,0.0006074225830780643,0.017555853351950645,0.0007311272464326203,0.019011056050658226
172,0.0006090797807059937,0.01759883016347885,0.00073346166847278,0.01906946301460266
173,0.0006111406478830641,0.0175830889493227,0.0007341873604227386,0.01903112232685089
174,0.0006113285227289408,0.01759522780776024,0.0007361517943807478,0.019041426479816437
175,0.0006081843199889061,0.01754889450967312,0.0007335704532362091,0.019001398235559464
176,0.0006008498010967807,0.017461365088820457,0.0007272019155163344,0.018941830843687057
177,0.0006057501356085019,0.017509333789348602,0.0007331101019111959,0.01898227632045746
178,0.0006168229501211666,0.017618359997868538,0.0007403882168199696,0.0190583486109972
179,0.0006052788017075257,0.017488909885287285,0.0007314925062351207,0.01891779527068138
180,0.0006050553957961594,0.017467709258198738,0.00072977672655796,0.018901212140917778
181,0.0006045241022767959,0.017478393390774727,0.0007302499220274463,0.01890787109732628
182,0.0005962965278058963,0.017360974103212357,0.0007257175187516768,0.01884443685412407
183,0.0005953787881495313,0.01734239235520363,0.0007251121315101777,0.018838847056031227
184,0.0006007611000519655,0.017405806109309196,0.000728674147802851,0.018859516829252243
185,0.0005998124427805448,0.01740616373717785,0.0007285945852724135,0.018870439380407333
186,0.0005922350750939726,0.017287075519561768,0.0007228003462531214,0.018784629181027412
187,0.0005894494686246125,0.017267264425754547,0.0007211213390638305,0.01877240464091301
188,0.0005928952835641549,0.01728428527712822,0.0007219786569758151,0.018748553469777107
189,0.000599537365482136,0.017364708706736565,0.0007291839913220631,0.0188448503613472
190,0.0005894526439792773,0.017274994403123856,0.0007216504374447729,0.018780671060085297
191,0.0005878778104077113,0.01724543608725071,0.0007199939550045772,0.018742039799690247
192,0.000586039851067575,0.01718352921307087,0.0007168597483554669,0.018659239634871483
193,0.0005918876133436008,0.01724962331354618,0.0007237155482037616,0.01873161457479
194,0.000580096367037966,0.017091495916247368,0.0007126280092961167,0.01860378123819828
195,0.0005886744896751816,0.01719575747847557,0.0007214085220894379,0.018703514710068703
196,0.0005878808085678624,0.01718915067613125,0.0007218087373166421,0.01870330609381199
197,0.0005811621563814117,0.01712486334145069,0.0007157894359478767,0.018630579113960266
198,0.000587234725737299,0.01717662438750267,0.0007201700636374498,0.018663818016648293
199,0.0005864383884894273,0.01718200370669365,0.000719436293197643,0.018656235188245773
200,0.0005818480710622542,0.017123598605394363,0.000716545775439843,0.0186237134039402
201,0.0005810014539373286,0.017105378210544586,0.0007154728550113433,0.018604932352900505
202,0.000583540956482759,0.017146360129117966,0.0007180348603450777,0.018639396876096725
203,0.0005741502562438249,0.017024824395775795,0.0007096768421909535,0.01854538358747959
204,0.0005809449247142797,0.01707502081990242,0.0007156537117890086,0.018577706068754196
205,0.0005755785160272892,0.017005840316414833,0.0007110078085322903,0.018508663401007652
206,0.0005715608335389588,0.016972707584500313,0.0007085948850366632,0.018508296459913254
207,0.0005768222684517183,0.01702352985739708,0.000711453902101884,0.018514584749937057
208,0.0005762457095010034,0.017013968899846077,0.0007128823653647784,0.018533015623688698
209,0.0005701100424046822,0.016910256817936897,0.0007083371856068391,0.01845485530793667
210,0.0005699747832198574,0.016948843374848366,0.0007067814879324752,0.018464962020516396
211,0.0005690701340832906,0.016896115615963936,0.0007059048832614006,0.018423108384013176
212,0.000569056425870817,0.016916483640670776,0.0007065250414119628,0.01844717748463154
213,0.0005734701888870544,0.01696237176656723,0.000711310704014968,0.018497616052627563
214,0.0005691696432439961,0.016923319548368454,0.0007063708044321371,0.018432240933179855
215,0.0005654119412664603,0.016855640336871147,0.0007042935645536837,0.018401527777314186
216,0.0005662458265324069,0.01686331070959568,0.0007041466992497817,0.018392566591501236
217,0.0005671541145939651,0.01686786487698555,0.0007050229255035336,0.018393103033304214
218,0.0005642103786905788,0.01682242378592491,0.0007029202546300202,0.01837189681828022
219,0.0005607513994525465,0.01677238568663597,0.0007020739460425531,0.018341729417443275
220,0.0005581007845802683,0.01675046607851982,0.000698461909866974,0.01832454279065132
221,0.0005527626996809801,0.016650570556521416,0.0006934974992382776,0.018232043832540512
222,0.00056137986540833,0.016779081895947456,0.000699844222510807,0.018321974202990532
223,0.0005512867341877377,0.01664646342396736,0.0006915211301870708,0.018218500539660454
224,0.0005545152910075127,0.016678743064403534,0.0006956232828959297,0.01826181635260582
225,0.0005583282859961677,0.016752948984503746,0.0006989629402592958,0.01831604726612568
226,0.0005533239958672464,0.01667211204767227,0.0006929124270139648,0.018236130475997925
227,0.0005575954042036252,0.016726301982998848,0.0006970702379819412,0.01828039437532425
228,0.0005579355458586969,0.016731172800064087,0.0006970378680736169,0.018263626843690872
229,0.0005517559806459762,0.01664894074201584,0.0006925829562418345,0.01821756176650524
230,0.0005533058654761911,0.016672683879733086,0.0006953284985482246,0.01825633831322193
231,0.0005482019165724488,0.016579994931817055,0.0006911499567450454,0.018195372074842453
232,0.0005491554291115398,0.01658334955573082,0.0006902253505547171,0.01815730892121792
233,0.0005457340084885241,0.016552645713090897,0.0006879660292611311,0.01814149133861065
234,0.0005484059009240984,0.016610676422715187,0.0006906175742001596,0.018174856901168823
235,0.000548588109016917,0.01657988503575325,0.0006906773541976478,0.018164368346333504
236,0.0005482694698543972,0.016585037112236023,0.0006908904849978083,0.018168486654758453
237,0.0005449254350227643,0.01653587631881237,0.0006878485343115882,0.018140746280550957
238,0.0005414838547632375,0.016488492488861084,0.0006846098147524334,0.01809999719262123
239,0.0005482979406251749,0.01661141775548458,0.0006917372007112443,0.018194224685430527
240,0.0005411125379323783,0.016487307846546173,0.0006841472637267289,0.01807115413248539
241,0.000539847443673062,0.016491970047354698,0.0006842433810470819,0.01808828115463257
242,0.0005426529859347837,0.016526009887456894,0.0006868742831691171,0.01812192052602768
243,0.000539800076834868,0.016464080661535263,0.0006838784198539532,0.018067503347992897
244,0.0005415620372198076,0.016511648893356323,0.0006853880259300116,0.01810619793832302
245,0.0005387335155329407,0.016467956826090813,0.0006834360358350022,0.01808471605181694
246,0.0005417218289542891,0.01650319993495941,0.0006864075671530238,0.01810264028608799
247,0.0005374837093901157,0.016426488757133484,0.0006812359029323077,0.018044842407107353
248,0.0005364097318914282,0.01642826944589615,0.0006813893119834791,0.01803581789135933
249,0.0005323904791627626,0.016348106786608696,0.0006787878634053607,0.01799790933728218
250,0.0005356857135517801,0.016416937112808228,0.0006801461309169206,0.01802837662398815
251,0.0005318652049372754,0.016340527683496475,0.0006768984471845243,0.0179679524153471
252,0.0005362646748095902,0.016424035653471947,0.0006805286779074875,0.018028022721409798
253,0.0005347707208669887,0.016410810872912407,0.0006814331945641589,0.018048789352178574
254,0.0005280341740503725,0.016298344358801842,0.0006743892356546638,0.01793958991765976
255,0.000530293146503859,0.016324734315276146,0.0006761505022003729,0.017963476479053497
256,0.0005283527448668811,0.0162955429404974,0.0006740521364333945,0.017929375171661377
257,0.000531768369609133,0.016341878101229668,0.0006767677728807982,0.01796548068523407
258,0.0005279457763199526,0.016301117837429047,0.0006751000953896493,0.017949433997273445
259,0.0005301752348362232,0.01632017083466053,0.0006774704432729259,0.017972612753510475
260,0.0005296063168971274,0.0163350161164999,0.0006761715433817933,0.017961706966161728
261,0.0005276684817304867,0.01630316860973835,0.0006736765151742634,0.017915934324264526
262,0.0005263062991820846,0.016275526955723763,0.0006731887123149299,0.017910795286297798
263,0.0005259817228387411,0.016273394227027893,0.0006738254817705041,0.01793026365339756
264,0.0005223268410822007,0.01621074788272381,0.0006703235522359289,0.017876621335744858
265,0.0005233140608808109,0.016212396323680878,0.0006702264480266138,0.0178661048412323
266,0.0005288989676960216,0.016328945755958557,0.000676431478290792,0.01796826161444187
267,0.0005259028100045095,0.016287419945001602,0.000671717071933332,0.01791326329112053
268,0.0005231930196769387,0.01622650772333145,0.0006703401252246493,0.017879387363791466
269,0.0005217926453056108,0.016206873580813408,0.0006704241914202954,0.017872381955385208
270,0.0005247741125559324,0.016257211565971375,0.0006729883867197985,0.01791180670261383
271,0.0005221841239403904,0.016219504177570343,0.000670486732964255,0.0178834218531847
272,0.0005208761371102781,0.016203494742512703,0.0006682495783094653,0.017857136204838753
273,0.0005213192169288812,0.01618976704776287,0.0006693971442976582,0.01785905472934246
274,0.0005204076692158806,0.01618368923664093,0.0006678464964222041,0.01784229464828968
275,0.0005167560808403982,0.016129471361637115,0.0006648326000390998,0.017803974449634552
276,0.0005193518147047429,0.016164088621735573,0.0006664817418741564,0.01781226508319378
277,0.0005205474823457609,0.01621129922568798,0.0006688638440061742,0.01786533184349537
278,0.0005174791640148156,0.0161342304199934,0.0006658033937332996,0.017815545201301575
279,0.000514652759826923,0.016104670241475105,0.0006617098582861939,0.01776786521077156
280,0.000517903761583716,0.016154753044247627,0.000666939221175302,0.01783679984509945
281,0.0005143078310817177,0.01610710471868515,0.000662473984828037,0.01778801530599594
282,0.0005115476685225054,0.016048619523644447,0.0006610169408816132,0.01775796338915825
283,0.0005150661959618067,0.016114728525280952,0.0006645578418418483,0.017798535525798798
284,0.0005143915698213133,0.01610139198601246,0.0006636672741762975,0.017788350582122803
285,0.0005120957253482606,0.016069408506155014,0.0006609698385164346,0.017753276973962784
286,0.0005139188240607704,0.016100607812404633,0.0006634307664048256,0.01778777688741684
287,0.0005108936248368409,0.016053052619099617,0.0006597723451638207,0.017739934846758842
288,0.0005103267221658493,0.016024142503738403,0.0006601039763983335,0.017739569768309593
289,0.0005103400385875597,0.01602824591100216,0.0006586672729151882,0.01771397516131401
290,0.0005086283477974061,0.016002316027879715,0.0006583654386084571,0.017703702673316002
291,0.0005056522414311216,0.015974944457411766,0.0006557927307056084,0.017683524638414383
292,0.0005052387991748983,0.015950921922922134,0.0006541431604177699,0.017655983567237854
293,0.0005071720076213456,0.01598505489528179,0.0006562978170358194,0.01768525503575802
294,0.0005063226273788688,0.015970448032021523,0.0006554855716909019,0.0176730714738369
295,0.000504571485932212,0.015941748395562172,0.0006548856195583012,0.01765977218747139
296,0.0005027048175911988,0.015924636274576187,0.0006527983475782537,0.01763787865638733
297,0.0005009524835478394,0.015887891873717308,0.0006488190959199905,0.017586486414074898
298,0.0005039346878218991,0.015932301059365273,0.0006529938740269999,0.017638113349676132
299,0.0005026972447002239,0.01592157408595085,0.0006528884284546469,0.01765105500817299
300,0.0005002531790912236,0.015876609832048416,0.000649692728766788,0.017602697014808655
